School ID,Name,SEMIS,GPS,Tehsil,UnionCouncil
2749,GBPS : KHADIM DAHAR @ NOOR HASSAN THEBO,401040690,"24.7683, 69.0056",Tando Bago,TC - Tando Bago
2750,GGHSS : TANDO BAGO,401040743,"24.7879272753156, 68.9630957543919",Tando Bago,Tando Bago-Tc
2756,GBELS : SACHOO ATHELO,401040049,"24.8232635304743, 68.9760191779292",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2759,GBPS : MUHAMMAD HANIF JAMALI @ HAJAN JAMAL,401040064,"24.8123630386732, 69.044567929253",Tando Bago,Sarang Faqeer @ Haji Sono Khan Jamali
2761,GGPS : SACHOO ATHELO,401040112,"24.8230764241778, 68.9758122621706",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2762,GGELS : GULAN KHASKHELI,401040123,"24.7948423548594, 68.9710809644956",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2766,GBPS : ALI KHAN JAMALI,401040248,"24.8344380280841, 69.0727634308374",Tando Bago,Auli Khan Shah
2773,GBPS : HAJI ALLAH DINO KHASKHELI @ SACHOO,401040352,"24.8677158528128, 69.0440290614711",Tando Bago,Sarang Faqeer @ Haji Sono Khan Jamali
2777,GBPS : BACHAL KHASKHELI,401040356,"24.8495550418, 68.9326085804837",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2778,GBPS : KHAMISO QUMBRANI AT DARYA KHAN,401040358,"24.8669506963079, 69.0565989964052",Tando Bago,Sarang Faqeer @ Haji Sono Khan Jamali
2779,GBPS : LAL BUX KALOI,401040360,"24.8362239626578, 68.9570510459099",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2782,GBPS : ABDUL KHALIQUE,401040374,"24.8067048825752, 69.0612754952004",Tando Bago,Auli Khan Shah
2786,GBPS : TAJ MUHAMMAD CHANDIO,401040462,"24.8368259760111, 68.9484966097237",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2787,GBPS : HAJI UBRIO DAGO@MUHAMMAD CHHUTAL SO,401040467,"24.8545937834973, 68.9449614167095",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2789,GBPS : MUHAMMAD QASIM UNAR,401040475,"24.8350628913734, 69.043475425825",Tando Bago,Auli Khan Shah
2791,GBPS : RUSTAM MALLAH,401040555,"24.8571459970466, 69.0656107721451",Tando Bago,Sarang Faqeer @ Haji Sono Khan Jamali
2794,GBPS : GHULAM MUHAMMED MALLAH,401040586,"24.8406, 69.0369",Tando Bago,Sarang Faqir @ Sono Khan Jamali
2795,GBPS : KHABAR KALOI @ MUHAMMAD KHASKHELI,401040621,"24.8618036493436, 69.046705224054",Tando Bago,Sarang Faqeer @ Haji Sono Khan Jamali
2796,GBPS : BADAL HUSSAIN LAGHARI,401040675,"24.8198751895056, 68.970653393646",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2797,GBPS : MUHAMMAD KHAN KORAI,401040677,"24.8218219049269, 68.9743226828571",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2800,GBPS : ABDUL GHANI UNER,401040680,"24.8417395702946, 69.0475988770483",Tando Bago,Sarang Faqeer @ Haji Sono Khan Jamali
2802,GBPS : RANO KHAN JAMALI @ MUBARAK KALOI,401040682,"24.8185390888692, 68.9630399799542",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
2804,GBLSS : ALI KHAN JAMALI,401040726,"24.8344754110343, 69.072768661913",Tando Bago,Auli Khan Shah
2823,GBPS : GUL MUHAMMAD TURK,401040245,"24.7645730852596, 69.0648651132978",Tando Bago,Auli Khan Shah
2884,GBPS : TUSEEDINO SAND,401040693,"24.7827993596252, 69.0654337406159",Tando Bago,Haji Paryal Buledi @ Waryal Shah Stop
2894,GBPS : DOST MUHAMMAD LAGHARI,401040021,"24.7899962748536, 69.0832851916538",Tando Bago,Auli Khan Shah
2897,GBPS : KASIR KHAN CHANDIO,401040059,"24.8387205687762, 69.1129544456788",Tando Bago,Auli Khan Shah
2902,GGPS : KHALIFO MUHAMMAD HASHIM LAGHARI,401040132,"24.7783848870519, 69.0790412487599",Tando Bago,Auli Khan Shah
2903,GGPS : GUL MUHAMMAD KAPRI,401040141,"24.7398595760092, 69.2254650308745",Tando Bago,Auli Khan Shah
2905,GBPS : SAINDAD LUND,401040190,"24.7994548907323, 69.1558590575053",Tando Bago,Auli Khan Shah
2906,GBPS : GHULAM MUHAMMAD CHHAJRO,401040192,"24.7917240162094, 69.1429294397471",Tando Bago,Auli Khan Shah
2909,GBPS : KHALIFO MUHAMMAD HASHIM,401040203,"24.7770180191865, 69.0785712404987",Tando Bago,Auli Khan Shah
2913,GBPS : MOOSA KEERIO,401040212,"24.8213521173897, 69.1190323277308",Tando Bago,Auli Khan Shah
2914,GBPS : RATO FAQIR,401040219,"24.8132768389909, 69.0916630570102",Tando Bago,Auli Khan Shah
2917,GBPS : SALEH PANHWAR,401040235,"24.795193, 69.155082",Tando Bago,Auli Khan Shah
2919,GBPS : SHAHDAD KHAN RIND,401040243,"24.801466030709, 69.1065036984324",Tando Bago,Auli Khan Shah
2925,GBPS : MUHAMMAD ISHAQ DAL,401040303,"24.7523508626059, 69.0792658848946",Tando Bago,Khalifo Qasim
2926,GBPS : ROPARO,401040304,"24.7502829173356, 69.1295411503416",Tando Bago,Khalifo Qasim
2928,GBPS : HAJI MUHAMMAD HASHIM KHOSO,401040306,"24.7526432739075, 69.119429294665",Tando Bago,Khalifo Qasim
2929,GBPS : AHMED HINGORO,401040307,"24.7465877141362, 69.1428141758771",Tando Bago,Khalifo Qasim
2940,GBPS : CHOUDHRY ALAH BUX AT URS JUNEJO,401040324,"24.7264, 69.15",Tando Bago,Khalifo Qasim
2944,GBPS : GUL MUHAMMAD KHOSO,401040506,"24.7931398659527, 69.114597290357",Tando Bago,Auli Khan Shah
2945,GBPS : MAHMOOD MEHAR@HAJI MUHAMMAD HASSAN,401040509,"24.7401049093352, 69.1190618876276",Tando Bago,Khalifo Qasim
2947,GBPS : SAWAN LUND,401040572,"24.7998907916577, 69.0711925013774",Tando Bago,Auli Khan Shah
2950,GBPS : ALI AHMED JAT,401040587,"24.7317, 69.1094",Tando Bago,Khalifo Qasim
2951,GBPS : JAMAL KHAN,401040616,"24.7075, 69.0811",Tando Bago,Khalifo Qasim
2952,GBPS : MOHAMMAD YOUNIS JUNEJO,401040617,"24.7431091955601, 69.1314724194988",Tando Bago,Khalifo Qasim
2955,GBPS : AHSAAH AWAN,401040625,"24.7252766701562, 69.1360992193222",Tando Bago,Khalifo Qasim
2956,GBPS : ABDUL RASHEED CHANDIO,401040626,"24.7511159469733, 69.0622419345345",Tando Bago,Khalifo Qasim
2957,GBPS : KHIO FAQEER LUND,401040627,"24.819164262119, 69.0832876912921",Tando Bago,Auli Khan Shah
2959,GBPS : SAJAN SAMEJO,401040630,"24.7939289916079, 69.1399146491308",Tando Bago,Auli Khan Shah
2960,GBPS : NOURANG KHAN RIND,401040631,"24.8015358980527, 69.1065146432604",Tando Bago,Auli Khan Shah
2962,GBPS : PIR AMAAH SHAH @ PORHO SOLANGI,401040700,"24.7818739994391, 69.1354796548646",Tando Bago,Auli Khan Shah
2963,GBPS : SHARIF CHANDIO,401040707,"24.7578410226881, 69.0835963183642",Tando Bago,Khalifo Qasim
3075,GBPS : HAJI GHULAM HUSAIN LAIL,401040228,"24.7504030780254, 69.1829198555855",Tando Bago,Pangrio-Tc
3082,GBPS : CHOUDHRI BADRUDDIN ARAIN,401040316,"24.7466997312084, 69.2145565125306",Tando Bago,Pangrio-Tc
3088,GBPS : HUSSAIN SOOMRO,401040442,"24.7584247869894, 69.1805183667804",Tando Bago,Pangrio-Tc
3103,GBPS : KHAN MUHAMMAD VEGHO / HAJI KHAN MUH,401040670,"24.7415891416842, 69.1964864766652",Tando Bago,Pangrio-Tc
21286,GBPS : NAWAB DALWANI,401040481,"24.7358911805079, 69.1766971587003",Tando Bago,Choudri Deen Muhammad
21417,GBPS : JAN MUHAMMAD LUND,401040559,"24.8103792856051, 69.041100984853",Tando Bago,Auli Khan Shah
34987,GBPS : BACHAL AHMEDANI,401040180,"24.6954136075511, 69.200482967202",Tando Bago,Muhammad Ishaq Dero
34988,GBPS : PIR BUX JAMALI AT AMANAT ALI,401040448,"24.7230084449132, 69.1933107317897",Tando Bago,Choudri Deen Muhammad
35072,GBPS : AROO DUL (RAHIM DAL),401040039,"24.8077880744799, 68.9161147116941",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
35074,GBPS : KARIM BUX ZANGEJO,401040558,"24.8145550019966, 68.9079003513219",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
35080,GGPS : HAJI ARAB KATIAR,401040133,"24.786276737446, 68.9235877996681",Tando Bago,Khan Bahadur Mir Ghulam Muhammad Talpur
35086,GBPS : OLYA KHAN SHAH,401040011,"24.8174227576774, 69.0642106699919",Tando Bago,Auli Khan Shah
35088,GBPS : MUHAMMAD MALLAH,401040238,"24.7946336776257, 69.1613065942166",Tando Bago,Auli Khan Shah
35089,GBPS : KHUDA BUX AHMEDANI,401040310,"24.7204952087231, 69.1414301141097",Tando Bago,Khalifo Qasim
559,GBPS : MUHAMMAD URS KHASKHELI,401010414,"24.5171272450961, 68.9850070306272",Badin,Abdullah Shah
562,GBPS : ALI BUX SHAH,401010420,"24.5348004115692, 69.0009487417052",Badin,Abdullah Shah
563,GBPS : DR. FAZAL KARIM,401010421,"24.5090090861399, 69.0389107167721",Badin,Shaheed Rani @ Allah Dino Jamali
564,GBPS : ALLAH DINO KHAN CHANDIO,401010422,"24.5079047332883, 69.027361122008",Badin,Shaheed Rani @ Allah Dino Jamali
566,GBPS : MUHAMMAD HUSSAIN JAMALI,401010432,"24.5282560531589, 68.9643908990694",Badin,Abdullah Shah
570,GBPS : MUHAMMAD AQIL DAL,401010471,"24.5254925791651, 69.0201057493033",Badin,Shaheed Rani @ Allah Dino Jamali
572,GBPS : SARDAR MUHAMMAD YOUSIF JAMALI,401010476,"24.5471085464308, 68.9633488647899",Badin,Abdullah Shah
576,GBPS : KHAIR MUHAMMAD CHANDIO,401010509,"24.5341062396738, 69.0378203953424",Badin,Abdullah Shah
582,GBPS : HAJI KHAN MUHAMMAD JAMALI,401010564,"24.5522942174662, 68.9643520099153",Badin,Abdullah Shah
594,GBPS : EIDOO KHAN JAMALI,401010683,"24.556572113888, 68.9765815428994",Badin,Abdullah Shah
605,GBPS : NABI BUX CHANDIO,401010040,"24.505436, 69.053563",Badin,Chakar Khan Panwar
608,GBPS : MUHAMMAD MITHAN JAT,401010312,"24.4191996567353, 69.0331057447978",Badin,Mitho Khan Cahndio
609,GBPS : MUHAMMAD SALEH JAT,401010313,"24.409465602539, 69.0323687777971",Badin,Mitho Khan Cahndio
619,GBPS : MUHAMMAD RAHIM MALLAH @ TOPLA MORI,401010329,"24.4297119803103, 69.0411651015681",Badin,Mitho Khan Cahndio
621,GBPS : BACHO KHOSO,401010331,"24.3863871262547, 69.0544018144426",Badin,Mitho Khan Cahndio
622,GBPS : MUHAMMAD UMAR KHOSO,401010332,"24.3943849511207, 69.0733060230845",Badin,Mitho Khan Cahndio
625,GBPS : ABDUL REHMAN NOTIAR,401010119,"24.506435, 68.974885",Badin,Shaheed Rani @ Allah Dino Jamali
628,GGPS : MITHAN SUBERO,401010176,"24.4897457041297, 68.9959430641947",Badin,Kadhan-Tc
631,GGPS : SYED IBRAHIM SHAH,401010202,"24.4598020191837, 68.9953234983983",Badin,Shaheed Rani @ Allah Dino Jamali
634,GBPS : SULLEMAN NOTIAR,401010419,"24.5147405359836, 68.9975986614332",Badin,Shaheed Rani @ Allah Dino Jamali
635,GBPS : AHMED KHAN CHANDIO,401010423,"24.4969632633097, 69.0353742214399",Badin,Mitho Khan Cahndio
636,GBPS : GHAZI NOTIAR,401010429,"24.5067039900525, 69.0105181950757",Badin,Shaheed Rani @ Allah Dino Jamali
641,GBPS : TAMACHI BAJIR,401010440,"24.4743274048935, 68.994587885505",Badin,Kadhan-Tc
642,GBPS : MITHO KHAN CHANDIO,401010466,"24.4627500704468, 69.0307547868622",Badin,Mitho Khan Cahndio
643,GBPS : DARIA KHAN CHANDIO,401010469,"24.4857376779191, 69.0236609971736",Badin,Mitho Khan Chandio
645,GBPS : ALLAH DITO CHANDIO,401010474,"24.4829476195417, 69.0026834008595",Badin,Mitho Khan Chandio
648,GBPS : UMAR JUNEJO,401010523,"24.4591354815574, 68.988196848937",Badin,Kadhan-Tc
652,GBPS : HAJI ABDULLAH BROHI,401010595,"24.4095938317124, 68.9928142728953",Badin,Mitho Khan Cahndio
655,GBPS : DHANI BUX KHASKHELI,401010653,"24.453261094722, 68.9875732361005",Badin,Kadhan-Tc
656,GBPS : HAJI FAREED CHANG,401010692,"24.4754894085144, 68.9681573956572",Badin,Shaheed Rani @ Allah Dino Jamali
657,GBPS : JUMAN BANBHRO,401010726,"24.4802783061587, 68.9828136559504",Badin,Kadhan-Tc
658,GBPS : MASU KHAN CHANDIO,401010727,"24.4820493018076, 68.9831757545471",Badin,Kadhan-Tc
660,GBPS : AZIZ PATHAN @ HAJI CHANDIO,401010729,"24.4834443577675, 69.0259180973165",Badin,Mitho Khan Cahndio
662,GBPS : MUHAMMAD SADDIQUE BAJEER,401010733,"24.483876408036, 68.9592477671658",Badin,Shaheed Rani @ Allah Dino Jamali
664,GBPS : VIKIO LANGAR,401010735,"24.5021790571249, 69.0119343904916",Badin,Mitho Khan Cahndio
665,GBPS : URIS KHASKHELI,401010736,"24.4648315592952, 69.0067406375368",Badin,Mitho Khan Cahndio
667,GBPS : AMIR BUX BROHI,401010739,"24.4163580335693, 69.0084716670071",Badin,Mitho Khan Cahndio
668,GBLSS : IBRAHIM SHORO,401010807,"24.3970988253409, 69.0127407157549",Badin,Mitho Khan Cahndio
669,GBHSS : KADHAN,401010829,"24.4843926918543, 68.9848279982706",Badin,Kadhan-Tc
685,GGPS : OPEN JAIL,401010200,"24.4248570293268, 68.8499611841309",Badin,Shaheed Dado Soomro
710,GBPS : BACHAL MALLAH,401010738,"24.4346888184849, 68.9905075530851",Badin,Mitho Khan Chandio
723,GBPS : MUHAMMAD BACHAL MALLAH,401010527,"24.4048126359821, 68.8271167884267",Badin,Shaheed Dodo Soomro@ Lakho Pir
725,GBPS : OPEN JAIL @ MISSRI MALLAH,401010529,"24.4263100117928, 68.8460451198872",Badin,Shaheed Dado Soomro
736,GBPS : MEENHAN WASAYO MALAH,401010626,"24.4131976274818, 68.8235132362575",Badin,Bhugra Memon
739,GBPS : ISMAIL MALLAH,401010634,"24.4266911062373, 68.8316336283085",Badin,Shaheed Dodo Soomro@ Lakho Pir
764,GBPS : HAJI MUHAMMAD BACHAL MANDHRO,401010030,"24.3820154913152, 68.8129084561872",Badin,Bhugra Memon
766,GBPS : BEHDMI,401010041,"24.3940038899764, 68.9341449729703",Badin,Behdimi
767,GBPS : HAJI HAROON MANDHARO,401010076,"24.402418, 68.783684",Badin,Bhugra Memon
768,GBPS : ALI BUX LUND,401010089,"24.3671428996187, 69.0223011398664",Badin,Behdimi
769,GBPS : SOOMAR MALLAH,401010095,"24.3783344175561, 69.0585102926824",Badin,Behdimi
770,GBPS : WALI MUHAMMAD JAMALI,401010108,"24.3627253615847, 69.0386612699607",Badin,Behdimi
771,GBLSS : AHMED RAHMOON,401010109,"24.3672088484189, 69.0432022490384",Badin,Behdimi
772,GBPS : ALLAH BACHAYO RAHIMOON,401010110,"24.3725460733616, 69.0481911639518",Badin,Behdimi
773,GBPS : ABDUL RAHIM MANDHRO,401010123,"24.3868305333298, 68.7908318648609",Badin,Bhugra Memon
778,GGPS : BAHDMI,401010150,"24.3940013958451, 68.934143634481",Badin,Behdimi
779,GGPS : DARYA KHAN KHASKHELI,401010182,"24.391456045615, 68.8807958369063",Badin,Shaheed Dodo Soomro@ Lakho Pir
786,GBPS : HAJI SAKHI MANDHRO,401010292,"24.38595165244, 68.7928978371065",Badin,Bhugra Memon
787,GBPS : MUHAMMAD ALI CHANDIO,401010294,"24.3863156805095, 68.9222520605847",Badin,Behdimi
788,GBPS : NOOR MUHAMMAD CHANG,401010295,"24.3819849109282, 68.9104724698627",Badin,Shaheed Dodo Soomro@ Lakho Pir
789,GBPS : MUHAMMAD RAMZAN DAL,401010296,"24.3769926018466, 68.9312294123596",Badin,Shaheed Dodo Soomro@ Lakho Pir
792,GBPS : DEENAR KHAN CHANG,401010300,"24.4501602105353, 68.9119201916881",Badin,Shaheed Dodo Soomro@ Lakho Pir
793,GBPS : MUHAMMAD HASHIM MANDHRO,401010301,"24.4307992825169, 68.9232692869806",Badin,Shaheed Dodo Soomro@ Lakho Pir
794,GBPS : JANJHO DAIL,401010303,"24.3599667367762, 68.9233182355626",Badin,Behdimi
795,GBPS : TAYYAB MALAH,401010304,"24.3539655872702, 68.7918879841701",Badin,Bhugra Memon
796,GBPS : ALLAH DINO MANDHRO,401010305,"24.3775514560949, 68.7902471395036",Badin,Bhugra Memon
797,GBPS : MOLVI HAJI AHMED MALLAH,401010308,"24.3634192981259, 68.8671969962544",Badin,Shaheed Dado Soomro
798,GBPS : HAJI BACHO MALLAH,401010309,"24.3810346114362, 68.8615348635863",Badin,Shaheed Dado Soomro
800,GBPS : MUHAMMAD RAHIM BOOHAR,401010311,"24.3499190268991, 69.0252891168516",Badin,Behdimi
801,GBPS : RAMZAN JAT,401010392,"24.3829694462221, 68.8749217943051",Badin,Shaheed Dado Soomro
803,GBPS : BAKHSHO DERO,401010395,"24.3906640054678, 68.8912423681788",Badin,Shaheed Dodo Soomro@ Lakho Pir
804,GBPS : HAZOORI KHASKHELI,401010396,"24.4173410386584, 68.9078123840052",Badin,Shaheed Dodo Soomro@ Lakho Pir
808,GBPS : MALOOK RAHIMOON,401010468,"24.3716347563165, 69.0045958745633",Badin,Behdimi
809,GBPS : ABDUL ALEEM JAT,401010526,"24.3717404247534, 68.9871843156911",Badin,Behdimi
810,GBPS : ALLAH DINO MALLAH,401010534,"24.3962096539469, 68.8201242684664",Badin,Bhugra Memon
813,GBPS : SHADMAN LUND,401010538,"24.3346318765373, 68.8773979470594",Badin,Behdimi
816,GBPS : BAHADUR KHAN LUND,401010559,"24.3321038252293, 68.8893628057011",Badin,Behdami
818,GBPS : IBRAHIM MANDHRO,401010574,"24.3735099070901, 68.7772129466917",Badin,Bhugra Memon
820,GBPS : MUHAMMED YOUSIF CHANG,401010594,"24.453883688745, 68.9065477279793",Badin,Shaheed Dodo Soomro@ Lakho Pir
821,GBPS : GUL MUHAMMED MALLAH,401010601,"24.3495622545031, 69.000556467656",Badin,Behdimi
822,GBPS : AHMED DAL,401010606,"24.3698304628024, 68.9151462168482",Badin,Shaheed Dodo Soomro@ Lakho Pir
824,GBPS : AHMAD RAHMOON,401010630,"24.3675295128964, 69.0432451657556",Badin,Behdimi
830,GBPS : ILYAS MALLAH,401010667,"24.3868915575498, 68.8436995446028",Badin,Shaheed Dodo Soomro@ Lakho Pir
831,GBPS : KHUS HAL SOLANGI,401010668,"24.4455002014049, 68.9172819256783",Badin,Behdimi
834,GBPS : HAJI BACHO TALPUR,401010704,"24.4087591063322, 68.9187504359638",Badin,Behdimi
835,GBPS : HAJI MUHAMMAD TALPUR,401010705,"24.3911171425079, 68.9227368680662",Badin,Behdimi
836,GBPS : MITHAN MALLAH,401010706,"24.3245224803657, 68.9953791329205",Badin,Behdimi
837,GBPS : MUHAMMAD SIDDIQUE MALLAH,401010707,"24.3887121367619, 68.7943019738854",Badin,Bhugra Memon
839,GBPS : ALLAH RAKHIO JAT,401010709,"24.3789702211474, 68.8565339165697",Badin,Shaheed Dodo Soomro@ Lakho Pir
842,GBPS : FAQIR MUHAMMAD MALLAH,401010751,"24.3985412940791, 68.8434675371189",Badin,Shaheed Dodo Soomro@ Lakho Pir
846,GGLSS : BACHAL MANDHRO,401010795,"24.3820887665728, 68.8142401722766",Badin,Bhugra Memon
847,GBHS : MIR ALLAH BACHAYO TALPUR,401010806,"24.4213012201461, 68.9261010301614",Badin,Behdimi
849,GBELS : GOLO MANDHRO,401010818,"24.3746038262744, 68.7878867988068",Badin,Bhugra Memon
902,GBPS : SODHO SAMOO,401010425,"24.4236082898102, 68.992190676249",Badin,Mitho Khan Cahndio
963,GBPS : MUHAMMAD ISHAQUE THEBO,401010409,"24.5152920754723, 68.9691786473259",Badin,Shaheed Rani @ Allah Dino Jamali
1250,GBPS : MITHI 3,401010373,"24.4781899341357, 69.0798479046346",Badin,Mithi Village
1255,GBPS : SOOFI ABAD,401010380,"24.3987293112054, 69.0455397951148",Badin,Mitho Khan Cahndio
1258,GBPS : MUHAMMAHD HUSSAIN BROHI,401010465,"24.4012488975501, 69.020742753713",Badin,Mitho Khan Cahndio
1259,GBPS : MUBARAK CHANDIO,401010470,"24.4810972884112, 69.0475112179982",Badin,Mitho Khan Cahndio
1260,GBPS : URS LASHARI,401010510,"24.4297190109153, 69.0594622972867",Badin,Mitho Khan Cahndio
1261,GBPS : KHAMISO LUND,401010511,"24.4011719563885, 69.0592861175537",Badin,Mitho Khan Cahndio
1262,GBPS : CHAKAR PANHWAR,401010512,"24.4909411062373, 69.0633517054565",Badin,Chakar Khan Panwar
1268,GBPS : RAJAB PANWAHAR,401010580,"24.4236866964143, 69.0229677676125",Badin,Mitho Khan Cahndio
1269,GBPS : WALAM MANGHWAR,401010581,"24.4660898017898, 69.087715171984",Badin,Mithi Village
1270,GBPS : MOULA BAKHASH KHOSO,401010584,"24.3957503954031, 69.0613031190625",Badin,Mitho Khan Chandio
1271,GBPS : KHAIR MUHAMMED PANHWAR,401010593,"24.5052514751548, 69.0615710133471",Badin,Chakar Khan Panwar
1272,GBPS : RAHAMAT KHAN BHATTI,401010596,"24.4950830692634, 69.0873841849054",Badin,Mithi Village
1275,GBPS : ALAM KHAN CHANDIO,401010674,"24.4521125355575, 69.0599226992117",Badin,Mitho Khan Chandio
1277,GBPS : MUHAMMAD YAKOOQ RAHEMOON,401010690,"24.3826043306902, 69.0474464913862",Badin,Mitho Khan Cahndio
1278,GBPS : SHER KHAN CHANDIO AT ALI MUHAMMAD L,401010691,"24.4161053513762, 69.0529413086897",Badin,Mitho Khan Cahndio
1279,GBPS : ARBAB ABDUL JABBAR,401010769,"24.4383770898172, 69.0393872168733",Badin,Mitho Khan Cahndio
1280,GBPS : HUSSAIN PANHWER@ALI MD NOTIAR,401010774,"24.3899567367767, 69.04391428811",Badin,Mitho Khan Cahndio
1282,GBLSS : CHAKAR PANHWAR,401010804,"24.4910056923072, 69.0633085347831",Badin,Chakar Khan Panwar
20546,GBPS : JUMAN MALLAH,401010418,"24.5269475386143, 68.9995486253372",Badin,Shaheed Rani @ Allah Dino Jamali
21005,GBPS : MUHAMMAD HASSAN JAMALI,401010843,"24.5407929791219, 68.9758808141271",Badin,Shaheed Rani @ Allah Dino Jamali
21265,GBPS : ABDUL REHMAN LUND,401010540,"24.3537652138082, 68.8791905357916",Badin,Shaheed Dodo Soomro@ Lakho Pir
34239,GBPS : SONOO KHAN CHANDIO,401010427,"24.5107577163971, 69.0120309586717",Badin,Shaheed Rani @ Allah Dino Jamali
34245,GBPS : MOHIB DAL@LAKHA DINO MAHRAN POTO,401010426,"24.432944017257, 69.0000589211715",Badin,Mitho Khan Cahndio
34246,GBPS : TALIB NOTIAR,401010525,"24.4889841302024, 68.9972734336956",Badin,Shaheed Rani @ Allah Dino Jamali
34247,GBPS : ISMAIL NOTIAR,401010731,"24.5151798150306, 69.0001206097512",Badin,Shaheed Rani @ Allah Dino Jamali
34254,GBPS : MUHAMMAD BACHAL DARYO,401010033,"24.3495927892416, 69.0400265167684",Badin,Behdimi
34255,GGPS : GOLO MANDHRO,401010164,"24.3745384726109, 68.7880048161015",Badin,Bhugra Memon
34257,GBPS : YOUSUF MALLAH,401010394,"24.3712927362126, 68.8677294513099",Badin,Shaheed Dodo Soomro@ Lakho Pir
34259,GBPS : HAJI MANDHRO,401010633,"24.3629244759001, 68.9078707243396",Badin,Shaheed Dodo Soomro@ Lakho Pir
34261,GBHS : BHUGRA MEMON,401010828,"24.4030259122766, 68.7821428656251",Badin,Bhugra Memon
1344,GBELS : MORJHAR,401010814,"24.6542671909714, 68.7317830393689",Badin,Kadi Kazia
1136,GBLSS : CHAK NO. 5,401020538,"24.5602973659243, 68.6208683260279","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1139,GGELS : CHAK NO. 5,401020561,"24.5634077263702, 68.6201682689785","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1179,GBPS : CHAK NO. 10,401020009,"24.5060804234702, 68.6443229020635","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1180,GGPS : CHACK NO.44,401020096,"24.4867043241816, 68.5583916305503","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1181,GGPS : AHMED RAJO,401020097,"24.4339190751206, 68.6231642923765","Shaheed Fazal Rahu, Golarchi",Durga Sharif Ahmed Rajo
1182,GGPS : CHAK NO. 24,401020103,"24.5973167127204, 68.5244992383318","Shaheed Fazal Rahu, Golarchi",Golarchi-S.F.Rao-Tc
1185,GGPS : MIR MUHAMMAD TALPUR,401020141,"24.4672580953569, 68.6227458728349","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1186,GGPS : CHAK NO. 10,401020147,"24.5081829773989, 68.6454105379183","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1187,GBPS : CHAK NO. 30,401020180,"24.5813853698496, 68.5646063096322","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1188,GBPS : AHMED RAJO,401020181,"24.4339030352966, 68.6229778844609","Shaheed Fazal Rahu, Golarchi",Durga Sharif Ahmed Rajo
1192,GBPS : CHAK NO. 47,401020185,"24.4431988081742, 68.5200776172673","Shaheed Fazal Rahu, Golarchi",Durga Sharif Ahmed Rajo
1193,GBPS : CHAK NO. 40,401020186,"24.5451908611129, 68.5088914624853","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1194,GBPS : CHAK NO. 36,401020187,"24.5382444735697, 68.5482770187662","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1195,GBPS : CHAK NO. 33,401020191,"24.5261807141205, 68.5941025615732","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1196,GBPS : MUHAMMAD SHAH GHIRARI,401020192,"24.4798596770569, 68.6120224012927","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1197,GBPS : BOLO THIMOR,401020194,"24.4165021463238, 68.5246413949131","Shaheed Fazal Rahu, Golarchi",Durga Sharif Ahmed Rajo
1198,GBPS : CHAK NO.28 SIDDIQUE BARAN,401020195,"24.4686154435089, 68.4935639806089","Shaheed Fazal Rahu, Golarchi",Durga Sharif Ahmed Rajo
1199,GBPS : CHAK NO. 8,401020196,"24.539688919355, 68.6360388997196","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1200,GBPS : AMEER BUX JAMALI,401020198,"24.4922207816462, 68.7033033380903","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1201,GBPS : MALIK QUTUB KHAN,401020201,"24.5834171467343, 68.5927802330254","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1202,GBPS : CHAK NO. 32,401020202,"24.561439059683, 68.5870590810973","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1203,GBPS : QADIR BUX NOHRIO @ M. URIS SEAKRO,401020203,"24.4830965092752, 68.5122442241511","Shaheed Fazal Rahu, Golarchi",Durga Sharif Ahmed Rajo
