School ID,Name,SEMIS,GPS,Tehsil,UnionCouncil
995,GBHSS : LUWARI SHARIF,401010819,"24.554649704839, 68.9094606010526",Badin,Luari Sharif
996,GBHS : ANDEHALO MITHO KHAN @ ANDHALO,401010821,"24.5934450297833, 68.8794084647837",Badin,Muhammad Khan Bhurgari
997,GGHS : LUWARI SHARIF,401010824,"24.5601375867757, 68.9045253369882",Badin,Luari Sharif
1001,GBPS : YOUSIF SOOMRO,401010004,"24.6614435058607, 68.907770809135",Badin,Haji Soomar Abro
1010,GGPS : MUHAMMAD IBRAHIM DARS,401010166,"24.6766748853075, 68.941735617521",Badin,Haji Soomar Abro
1011,GGPS : YOUSIF SOOMRO,401010168,"24.661172937177, 68.9076769319188",Badin,Haji Soomar Abro
1020,GBPS : ALLAH BUX KHOSO,401010214,"24.674786006888, 68.9174509017404",Badin,Dr. Abdullah Soomro
1025,GBPS : BACHAL PATHAN,401010273,"24.7332595888847, 68.86824041605",Badin,Zainul Abdin Alias / Jhando Shah Dargah
1033,GBPS : QAIM KHAN KHOSO,401010342,"24.6735185988424, 68.933731911928",Badin,Haji Soomar Abro
1037,GBPS : SOOMRA VILLAGE,401010351,"24.6521280036792, 68.8882282377779",Badin,Haji Soomar Abro
1042,GBPS : MOHAMMAD YOUSIF KHOSO,401010357,"24.6717978323065, 68.9191433787346",Badin,Haji Soomar Abro
1045,GBPS : SIDDIQUE SOOMRO,401010360,"24.6390341845042, 68.8795445857446",Badin,Haji Soomar Abro
1054,GBPS : IBRAHIM DARS,401010520,"24.676765068267, 68.9414513101184",Badin,Haji Soomar Abro
1055,GBPS : BOKHI,401010521,"24.6594982927693, 68.9322191424189",Badin,Haji Soomar Abro
1065,GBPS : MOOSA SOOMRO,401010609,"24.7386098850996, 68.850114044846",Badin,Zainul Abdin Alias / Jhando Shah Dargah
1068,GBPS : HAJI YOUSIF SOOMRO,401010646,"24.6247040196164, 68.8576966529089",Badin,Haji Soomar Abro
1073,GBPS : HUSSAIN BUX BHURGRI,401010694,"24.6631644026451, 68.9250791066887",Badin,Haji Soomar Abro
1080,GBPS : RAZA MUHAMMAD KHASKHELI,401010702,"24.5970703902101, 68.8676932452123",Badin,Muhammad Khan Bhurgari
1081,GBPS : HASHIM CHANDIO @ LAKHO REBARI,401010720,"24.6640857945937, 68.9453566068413",Badin,Haji Soomar Abro
1084,GBPS : M RAMZAN KHOSO,401010778,"24.6690655294411, 68.9205729944513",Badin,Haji Soomar Abro
1224,GBPS : CHAK NO. 4,401020227,"24.4516435181254, 68.7227466704447","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1283,GBPS : GUL MALLAH,401010014,"24.5611756225003, 68.7815031365568",Badin,Pir Fatah Shah
1289,GBPS : KARIMDINO MOSEPOTO,401010022,"24.5226614916236, 68.7613704757666",Badin,Pir Fatah Shah
1294,GBPS : SAHLO MANDHRO,401010069,"24.5308283593024, 68.7854513477705",Badin,Pir Fatah Shah
1309,GBPS : MEHAR MUJAWER @ ABDUL GHAFOOR MALLA,401010238,"24.5465266408591, 68.7826967221472",Badin,Pir Fatah Shah
1343,GBPS : ABDUL LATIF JAT,401010725,"24.5408210630829, 68.7775763868293",Badin,Pir Fatah Shah
2474,GBPS : MUHAMMAD BUX NIZAMANI,401050002,"24.7453259185692, 68.8235226279495",Talhar,Peeru Lashari
2477,GBPS : REHMATULLAH SOOMRO,401050011,"24.743700723065, 68.846935919072",Talhar,Peeru Lashari
2478,GBPS : MUHAMMAD KHAN ARISAR,401050012,"24.7855218599799, 68.8359010253339",Talhar,Peeru Lashari
2485,GBPS : ALI MUHAMMAD OTHO,401050019,"24.7791538097921, 68.8746991752585",Talhar,Peeru Lashari
2486,GBPS : NIM MALLAH,401050020,"24.7789078542796, 68.8768288070665",Talhar,Peeru Lashari
2487,GBPS : MUHAMMAD KHAN PATHAN,401050021,"24.7480358442649, 68.8625729082525",Talhar,Pir Bahadur Shah Siqiqui
2490,GBPS : ABDULLAH UMRANI,401050026,"24.7375974880235, 68.8652795866844",Talhar,Pir Bahadur Shah Siqiqui
2494,GGPS : MUHAMMAD BUX NIZAMANI,401050051,"24.7474110602757, 68.8244211677709",Talhar,Peeru Lashari
2496,GGPS : GHULAM MUHAMMAD TURK,401050054,"24.7726247351681, 68.8681894542773",Talhar,Peeru Lashari
2498,GGPS : MUHAMMAD KHAN ARISER,401050056,"24.7855364603102, 68.8359975785027",Talhar,Peeru Lashari
2505,GBPS : UMER SOOMRO,401050089,"24.731300307412, 68.850021490801",Talhar,Peeru Lashari
2508,GBPS : MOTARO SHAH,401050092,"24.7738424102674, 68.8321083766195",Talhar,Peeru Lashari
2518,GBPS : UMER CHANDIO,401050111,"24.7712669994153, 68.8593193909519",Talhar,Peeru Lashari
2519,GBPS : UMER SOOMRO,401050112,"24.7418693011802, 68.8236433271566",Talhar,Peeru Lashari
2524,GBPS : MUHAMMAD JAFAR TURK,401050126,"24.773905732278, 68.8726204634706",Talhar,Peeru Lashari
2525,GBPS : DARYA KHAN PATHAN,401050127,"24.7407585144923, 68.8714376074082",Talhar,Pir Bahadur Shah Siqiqui
2526,GBPS : AYOOB SOOMRO,401050128,"24.7418406670479, 68.8473446680601",Talhar,Peeru Lashari
2546,GBPS : BAIG PUR,401050153,"24.7702915860497, 68.8700079917908",Talhar,Peeru Lashari
2547,GBPS : DHANI BUX CHANDIO,401050154,"24.780402793813, 68.8508381204607",Talhar,Peeru Lashari
2551,GBPS : ABDUL REHMAN PATHAN,401050160,"24.7577058599636, 68.8603493571778",Talhar,Peeru Lashari
2554,GBPS : ALI MURADAREE,401050268,"24.752132, 68.846081",Talhar,Peeru Lashari
2556,GBPS : BACHAL MALLAH,401050270,"24.7267238035996, 68.8616663214069",Talhar,Pir Bahadur Shah Siqiqui
21186,GBPS : PORHO LANGHAR,901000039,"24.7505532938948, 68.8392806058127",Talhar,Pir Ali Bahadur Shah @ Chaneri
34248,GBPS : SABOO KHAN CHANG,401010029,"24.464325998474, 68.8522490854067",Badin,Shaheed Dodo Soomro@ Lakho Pir
34249,GBPS : YOUSIF WARAR,401010239,"24.4770425994658, 68.7304821618395",Badin,Seerani
34250,GBELS : QADIR BUX MANDHRO @ HAROON MANDHARO,401010260,"24.4738812786715, 68.779459297657",Badin,Seerani
34251,GBPS : GHULAM ALI CHANDIO,401010487,"24.5446126016031, 68.8430303343134",Badin,Pir Fatah Shah
34252,GBPS : MIR MUHAMMAD LUTAR,401010602,"24.5265784688817, 68.7892681360245",Badin,Pir Fatah Shah
34253,GBPS : QAISAR KHAN CHANDIO,401010658,"24.5553206148666, 68.8159963483614",Badin,Pir Fatah Shah
34365,GBPS : ALLAH BUX DANANI,401010748,"24.5597069360486, 68.8827914001519",Badin,Luari Sharif
34371,GBPS : IBRAHIM SOOMRO,401010573,"24.6702379193504, 68.9057108752929",Badin,Haji Soomar Abro
34372,GBPS : MUHAMMAD YOUSIF MEMON,401010698,"24.5982312581801, 68.8626748319468",Badin,Muhammad Khan Bhurgari
34484,GBPS : HAJI AHMED BROHI @ ISHAQUE MALLAH,401010117,"24.5535518702082, 68.7830708842606",Badin,Pir Fatah Shah
34994,GBPS : AHMED KHAN CHANDIO,401050023,"24.7712901290303, 68.838068246047",Talhar,Peeru Lashari
35060,GBPS : SHAH GURIO,401050156,"24.7587471250217, 68.8425260790186",Talhar,Peeru Lashari
717,GBPS : AMIR BUX CHANG,401010485,"24.5778900449821, 68.8374996191261",Badin,Qazia Wah Stop
969,GBPS : SULEMAN CHANG,401010484,"24.5804413849123, 68.8543345029546",Badin,Qazia Wah Stop
1132,GBPS : MISRI NOHANI,401020531,"24.7915413714769, 68.6723935596151","Shaheed Fazal Rahu, Golarchi",Terai
1146,GBPS : KARIO GANHWAR,401020014,"24.8066627581685, 68.6043287268768","Shaheed Fazal Rahu, Golarchi",KARIO GANHWAR-Tc
1176,GBPS : GHARIBABAD,401020500,"24.8020788613892, 68.6021867576008","Shaheed Fazal Rahu, Golarchi",KARIO GANHWAR-Tc
1178,GBHSS : KARIO GANHWAR,401020567,"24.8016905218691, 68.6021742151724","Shaheed Fazal Rahu, Golarchi",KARIO GANHWAR-Tc
1470,GBLSS : MANHEE JAT,401020544,"24.7771995077954, 68.6508701768703","Shaheed Fazal Rahu, Golarchi",Rahuki
1509,GBPS : PORHO KHASKHELI,401020310,"24.7489257313449, 68.6551897116498","Shaheed Fazal Rahu, Golarchi",Tarai
1554,GBPS : HAJI KHAN NIZAMANI,401020046,"24.7823756202273, 68.6660313593849","Shaheed Fazal Rahu, Golarchi",Rahuki
1556,GBPS : MISRI SHAH JO DHER,401020048,"24.7596487845622, 68.6574948469655","Shaheed Fazal Rahu, Golarchi",Rahuki
1557,GBPS : HAJI MISRI SAMEJO,401020049,"24.7320756184412, 68.6683159271503","Shaheed Fazal Rahu, Golarchi",Rahuki
1560,GBPS : MITHOO HAJJAM,401020073,"24.6856766331608, 68.6476246639277","Shaheed Fazal Rahu, Golarchi",Tarai
1563,GBPS : USMAN ABAD,401020079,"24.7430008086684, 68.6561769180331","Shaheed Fazal Rahu, Golarchi",Tarai
1566,GGPS : MITHO HAJAM,401020098,"24.6861932600678, 68.6473417321821","Shaheed Fazal Rahu, Golarchi",Tarai
1568,GGPS : HAJI KHAN NIZAMANI,401020118,"24.7823774553781, 68.6661071356522","Shaheed Fazal Rahu, Golarchi",Rahuki
1570,GGPS : IRSHAD NIZAMANI,401020130,"24.7905101397099, 68.6675038940109","Shaheed Fazal Rahu, Golarchi",Rahuki
1571,GGPS : IQBAL GUJAR,401020133,"24.8018751260391, 68.6161275188933","Shaheed Fazal Rahu, Golarchi",KARIO GANHWAR-Tc
1572,GGPS : MANSOOR NIZAMANI,401020134,"24.7902854977477, 68.6655230824151","Shaheed Fazal Rahu, Golarchi",Rahuki
1574,GGPS : ALI MUHAMMAD NOTKANI@ MISSRI SAMEJO,401020138,"24.732043403654, 68.6681154462451","Shaheed Fazal Rahu, Golarchi",Rahuki
1578,GBPS : SALEH SAMEJO,401020297,"24.7136293004833, 68.6410988887936","Shaheed Fazal Rahu, Golarchi",Tarai
1579,GBPS : ABDULLAH SAMOON,401020298,"24.7219060063863, 68.645564756477","Shaheed Fazal Rahu, Golarchi",Tarai
1580,GBPS : MIR OTHO @ HADI BUX NOOHANI,401020299,"24.7503827752851, 68.6339856687385","Shaheed Fazal Rahu, Golarchi",Tarai
1581,GBPS : HAJI RUSTAM MAHERI,401020355,"24.7642990769293, 68.6537669584758","Shaheed Fazal Rahu, Golarchi",Rahuki
1582,GBPS : HAJI MUHAMMAD BUX NIZAMANI,401020356,"24.7798107381034, 68.6277193611843","Shaheed Fazal Rahu, Golarchi",Rahuki
1585,GBPS : RAMZAN SARKI,401020381,"24.7216562604366, 68.6345261341728","Shaheed Fazal Rahu, Golarchi",Tarai
1593,GBPS : DAIM KHASKHELI,401020422,"24.7867454944047, 68.6361904437544","Shaheed Fazal Rahu, Golarchi",Rahuki
1595,GBPS : ALI MUHAMMAD NOTKANI,401020424,"24.7879150062783, 68.6151565653463","Shaheed Fazal Rahu, Golarchi",Rahuki
1596,GBPS : MIRAN PATEL SAMEJO,401020425,"24.7013400049115, 68.6442987597001","Shaheed Fazal Rahu, Golarchi",Tarai
1598,GBPS : JUMOON SAMEJO,401020427,"24.6782, 68.6442","Shaheed Fazal Rahu, Golarchi",Tarai
1603,GBPS : MISRI PANHWAR,401020452,"24.7907231944242, 68.6479975275203","Shaheed Fazal Rahu, Golarchi",Rahuki
1607,GBPS : ALLAH JURIO MEMON,401020461,"24.7089145286683, 68.6431990617884","Shaheed Fazal Rahu, Golarchi",Tarai
1608,GBPS : ALLAN KHAN NIZAMANI,401020462,"24.7738130025151, 68.6668790524239","Shaheed Fazal Rahu, Golarchi",Rahuki
1609,GBPS : GHULAM MUHAMMAD CHANG,401020463,"24.8072389006343, 68.6735549561187","Shaheed Fazal Rahu, Golarchi",Rahuki
1611,GBPS : MUHAMMAD URIS JUNEJO,401020465,"24.7191710894357, 68.6655217442496","Shaheed Fazal Rahu, Golarchi",Tarai
1612,GBPS : HAJI SAEED KHAN NOTKANI,401020466,"24.7834166599771, 68.6191979856064","Shaheed Fazal Rahu, Golarchi",Rahuki
1613,GBPS : HUSSAIN SAMEJO,401020467,"24.6864, 68.6553","Shaheed Fazal Rahu, Golarchi",Tarai
1614,GBPS : NIM RAHOOJO,401020468,"24.7462125838139, 68.6286802631199","Shaheed Fazal Rahu, Golarchi",Rahuki
1617,GBPS : JUMOO BHAI,401020473,"24.7374028254497, 68.6488155977747","Shaheed Fazal Rahu, Golarchi",Rahuki
1621,GBPS : MUHAMMAD KHAN NOTKANI,401020478,"24.786602, 68.6197","Shaheed Fazal Rahu, Golarchi",Rahuki
1623,GBPS : HAJI LEEMON NOTKANI,401020526,"24.794902, 68.622533","Shaheed Fazal Rahu, Golarchi",Rahuki
1624,GBELS : SALEH MUHAMMAD NIZAMANI,401020543,"24.7905101466794, 68.6673523398284","Shaheed Fazal Rahu, Golarchi",Rahuki
1625,GGPS : SACHE DINO RAHEJO,401020548,"24.7388948864794, 68.6376763892962","Shaheed Fazal Rahu, Golarchi",Tarai
1626,GBLSS : HAJI MISRI SAMEJO,401020552,"24.732198035081, 68.6680403399444","Shaheed Fazal Rahu, Golarchi",Tarai
1627,GBELS : MUHAMMAD LAIQUE NIZAMANI,401020556,"24.7771909944807, 68.6509385809847","Shaheed Fazal Rahu, Golarchi",Rahuki
1628,GBELS : GHULAM ALI NIZAMANI,401020564,"24.8004933805839, 68.6323803658488","Shaheed Fazal Rahu, Golarchi",Rahuki
1630,GBPS : CHAK NO. 11,401020042,"24.755031237667, 68.5694705167963","Shaheed Fazal Rahu, Golarchi",Rahuki
1631,GBPS : CHAK NO. 12,401020043,"24.754627, 68.559902","Shaheed Fazal Rahu, Golarchi",Rahuki
1632,GGPS : RAHOOKI,401020101,"24.7557152333381, 68.5716851455353","Shaheed Fazal Rahu, Golarchi",Rahuki
1635,GBPS : FAQEER MUHAMMAD NOONDANI,401020234,"24.7938636216272, 68.5595774214537","Shaheed Fazal Rahu, Golarchi",KARIO GANHWAR-Tc
1636,GBPS : SAMAAN VILLAGE,401020236,"24.8039374039341, 68.5608887672424","Shaheed Fazal Rahu, Golarchi",KARIO GANHWAR-Tc
1637,GBPS : HAJI ARAB MALLAH,401020237,"24.789543, 68.564108","Shaheed Fazal Rahu, Golarchi",Kario Ghanwar
1638,GBPS : HAJI ABDUL REHMAN,401020238,"24.7580498487258, 68.5500778675908","Shaheed Fazal Rahu, Golarchi",Rahuki
1655,GBPS : KARAM ALI NOHANI,401020257,"24.7527941624227, 68.6181522287874","Shaheed Fazal Rahu, Golarchi",Rahuki
1656,GBPS : ALLAH BACHAYO SAMOON,401020290,"24.7732250264722, 68.5915665310864","Shaheed Fazal Rahu, Golarchi",Rahuki
1661,GBPS : DATOO MALLAH@ALLAH DINO MACHHI,401020319,"24.750345026859, 68.5889057774154","Shaheed Fazal Rahu, Golarchi",Rahuki
1662,GBPS : RAMZAN MALLAH @ HAJI MUHAMMAD MALLA,401020323,"24.7943750700629, 68.5701940260178","Shaheed Fazal Rahu, Golarchi",Kario Ghanwar
1666,GBPS : AZEEM NIZAMANI,401020437,"24.7920283509229, 68.5924402617313","Shaheed Fazal Rahu, Golarchi",Kario Ghanwar
1669,GBPS : SIDDIQUE RAGHE@DARYA KHAN NOOHANI,401020482,"24.7528830922253, 68.6232655544088","Shaheed Fazal Rahu, Golarchi",Rahuki
1673,GBPS : HAJI MEHRAB CHANDIO,401020488,"24.7631835676839, 68.6027506760068","Shaheed Fazal Rahu, Golarchi",Rahuki
1675,GBPS : HARSAN KOLHI,401020490,"24.7783, 68.5575","Shaheed Fazal Rahu, Golarchi",Rahooki
1676,GBPS : H SOOMAR PHANWER,401020537,"24.7866127662842, 68.5802167666737","Shaheed Fazal Rahu, Golarchi",Rahuki
1677,GBLSS : CHACK NO.11,401020541,"24.7559448404415, 68.5722042801503","Shaheed Fazal Rahu, Golarchi",Rahuki
1678,GGLSS : RAHOOKI,401020545,"24.7557126882678, 68.5717445503238","Shaheed Fazal Rahu, Golarchi",Rahuki
1693,GBPS : NOOR MUHAMMAD SAMEJO,401020070,"24.7308495875272, 68.6704891929027","Shaheed Fazal Rahu, Golarchi",Gharo
1695,GGPS : AHMED CHANG,401020127,"24.7873798584201, 68.6878256495547","Shaheed Fazal Rahu, Golarchi",Gharo
1712,GBPS : YOUSIF HAJAM,401020172,"0, 0","Shaheed Fazal Rahu, Golarchi",Terai
1715,GBPS : GOHRAM NOHANI,401020176,"24.7765494541159, 68.6741879421526","Shaheed Fazal Rahu, Golarchi",Gharo
1716,GBPS : SIDDIQUE MANGRIO,401020178,"24.7677952725091, 68.6762908092144","Shaheed Fazal Rahu, Golarchi",Gharo
2074,GBPS : KHAIR MUHAMMAD NOTKANI,401030067,"25.0515293211917, 68.6378869571608",Matli,Matli-Mc
2078,GGPS : KHAIR MUHAMMAD NOTKANI,401030196,"25.0519752217028, 68.6377079050933",Matli,Matli-Mc
2079,GBPS : TAJ MUHAMMAD NIZAMANI,401030423,"25.0574581260524, 68.6557920326368",Matli,Matli-Mc
2082,GBPS : MIR MUHAMMAD NOTKANI,401030463,"25.0573572908321, 68.6298255623976",Matli,Matli-Mc
2086,GBPS : NIZAMANI MOHALLA,401030491,"25.0440675269695, 68.6487069703749",Matli,Matli-Mc
2094,GBPS : HAJI AHMED ALI NIZAMANI,401030071,"25.0175609087497, 68.6993269663631",Matli,Matli-Mc
2097,GBPS : QASIM ALI SHAH,401030478,"25.0229274445183, 68.6953753904935",Matli,Matli-Mc
2098,GBPS : SHER MUHAMMAD NIZAMANI,401030479,"25.037765656666, 68.6766971443595",Matli,Matli-Mc
2099,GBPS : MUHAMMAD THEBO,401030481,"25.0322989127766, 68.6900049592583",Matli,Matli-Mc
2102,GBPS : ALI MUHAMMAD MOHANDO,401030496,"25.0123885708494, 68.7005124951221",Matli,Matli-Mc
2103,GBPS : BACHAL DETHO,401030497,"25.0234, 68.6912",Matli,MC - Matli
2104,GBPS : DOMANI SYED,401030498,"0, 0",Matli,MC - Matli
2105,GBPS : ISMAIL ODHEJO,401030593,"25.0381934091553, 68.6691963686936",Matli,Matli-Mc
2108,GBPS : PAROO KHOSO,401030001,"25.0673576983728, 68.766765676254",Matli,Phalkara
2112,GBPS : NABI BUX MUHAJIR,401030045,"25.1050543319259, 68.7671102910285",Matli,Nabi Bux Lamboh
2118,GBPS : ISMAIL WADHO,401030078,"25.0248471644457, 68.7039678343377",Matli,Malhan
2121,GGPS : PARHO KHOSO,401030124,"25.0679447153652, 68.7667388359883",Matli,Phalkara
2128,GGPS : ISMAIL WADHO,401030175,"25.0263861030491, 68.7047472577926",Matli,Malhan
2131,GGELS : NABI BUX MUHAJIR,401030193,"25.1065176919045, 68.7702542470589",Matli,Nabi Bux Lamboh
2134,GBPS : ABDULLAH WARYA,401030261,"25.008617658072, 68.7343067257857",Matli,Malhan
2135,GBPS : KARAM KHAN NIZAMANI,401030361,"25.0646622809453, 68.7436567137892",Matli,Malhan
2139,GBPS : DERO MUHABAT,401030369,"25.0909575098595, 68.7546481391902",Matli,Phalkara
2140,GBPS : MIR MUHAMMAD NIZAMANI,401030372,"25.0739500583275, 68.7422825759471",Matli,Malhan
2145,GBPS : LOUNG KHAN ODHEJO,401030472,"25.0478190116327, 68.678103430952",Matli,Malhan
2148,GBPS : MUHAMMAD ISMAIL SOOMRO,401030477,"25.0186876763012, 68.711305309736",Matli,Malhan
2150,GBPS : HAJI AHMED VARIAM,401030482,"25.0032356672016, 68.725194111462",Matli,Malhan
2151,GBPS : DIN MUHAMMAD VARIAM,401030483,"25.0062501491274, 68.7289407213099",Matli,Malhan
2152,GBPS : ADAM DANGNOON,401030499,"25.010874685371, 68.7145518057436",Matli,Malhan
2153,GBPS : MIR QADIR BUX TALPUR,401030503,"25.0875373896253, 68.7632612029902",Matli,Phalkara
2156,GBPS : BUDHO TALPUR,401030532,"25.0369, 68.7469",Matli,Phalkara
2157,GBPS : GHULAM SHAH NIZAMANI,401030568,"25.060502354868, 68.7228443491718",Matli,Malhan
2167,GBPS : REHMATULLAH JAHEJO,401030055,"25.0738896501597, 68.6207194771736",Matli,Ghulam Muhammad Halepoto
2168,GBPS : ALUDO LAGHARI,401030060,"25.090546439849, 68.6046112201707",Matli,Ghulam Muhammad Halepoto
2169,GBPS : URS LAGHARI,401030061,"25.0955657653244, 68.594267926201",Matli,Ghulam Muhammad Halepoto
2173,GBPS : RASGAN,401030077,"25.0952960298094, 68.6132261048231",Matli,Ghulam Muhammad Halepoto
2175,GBPS : SODHO LAGHARI,401030088,"25.0951887149878, 68.5873754685952",Matli,Ghulam Muhammad Halepoto
2179,GGPS : RASGAN,401030123,"25.0953690122184, 68.6109307481036",Matli,Ghulam Muhammad Halepoto
2185,GGPS : ALOODO LAGHARI,401030194,"25.0925073787673, 68.6067292022843",Matli,Ghulam Muhammad Halepoto
2186,GGPS : URS LAGHARI,401030195,"25.0957092963891, 68.5941693331987",Matli,Ghulam Muhammad Halepoto
2194,GBPS : LAL BUX PUSIO,401030365,"25.1168874435386, 68.7601901808843",Matli,Phalkara
2196,GBPS : GIANDAR KHOSO AT KHAN MUHAMMAD ERI,401030371,"25.1229957357429, 68.757235909391",Matli,Phalkara
2198,GBPS : AHMED KHAN LAGHARI,401030426,"25.0927819178774, 68.5861716692115",Matli,Ghulam Muhammad Halepoto
2208,GBPS : MERRANI MORI@WALI MOHD MAGSI,401030457,"25.0830968454773, 68.6054308657858",Matli,Ghulam Muhammad Halepoto
2209,GBPS : HAJI NABI BUX MAGSI,401030458,"25.0927655226784, 68.6086794006937",Matli,Ghulam Muhammad Halepoto
2217,GBPS : HAJI FAJOO KHAN AT BAHADUR MAGSI,401030523,"25.0876852401357, 68.6044774059132",Matli,Ghulam Muhammad Halepoto
2218,GBPS : BUDHO KHASKHELI,401030531,"25.1064217580928, 68.739882773013",Matli,Phalkara
2220,GBPS : ALLAH BACHAYO KORAI,401030547,"25.1028701870054, 68.7363186315132",Matli,Phalkara
2222,GBPS : MUREED PARHIAR,401030549,"25.1262582352319, 68.7611171930258",Matli,Phalkara
2223,GBPS : MUHAMMED HASSAN LAGHARI,401030550,"25.0938647794541, 68.6007132035784",Matli,Ghulam Muhammad Halepoto
2224,GBPS : HUMZO LAGHARI,401030552,"25.0838183825411, 68.6048574999456",Matli,Ghulam Muhammad Halepoto
2225,GBPS : QABOOL JUAHEJO,401030596,"25.0665010495261, 68.640140565804",Matli,Ghulam Muhammad Halepoto
21015,GBPS : SAHIB BABER,401020576,"24.7775258375559, 68.6442960798741","Shaheed Fazal Rahu, Golarchi",Tarai
21275,GBPS : ABDULLAH NOOHANI,401020483,"24.7464165824808, 68.5939858856639","Shaheed Fazal Rahu, Golarchi",Dadhako
21284,GBPS : RAMZAN JAT,401030070,"25.0543675193093, 68.7204201374466",Matli,Malhan
34504,GBPS : DODO DIYANG,401020449,"24.7625838265719, 68.6425821530796","Shaheed Fazal Rahu, Golarchi",Rahuki
34507,GGPS : CHAK NO. 12,401020112,"24.7548853234625, 68.5609719158212","Shaheed Fazal Rahu, Golarchi",Rahuki
34899,GGPS : AHMED SOOMRO,401030166,"25.0573424701978, 68.7165787052778",Matli,Malhan
34900,GBPS : MUBARK DASTI,401030364,"25.1165447877531, 68.7862514468379",Matli,Nabi Bux Lamboh
34968,GGPS : RAHMATULLAH JAHEJO,401030201,"25.0734774187947, 68.6200715819463",Matli,Ghulam Muhammad Halepoto
50514,GBPS : GULAB MANGRIO,911118146,"0, 0",Matli,Malhan
50725,GBPS : VEERO MAHARAJ,401020578,"24.801899, 68.616127","Shaheed Fazal Rahu, Golarchi",KARIO GANHWAR-Tc
1127,GBPS : HAJI PUNHOON JAT,401020458,"24.5997400042494, 68.7133921540457","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1129,GBPS : HAJI HANIF JAT,401020528,"24.6452642324228, 68.7061840037591","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1130,GBPS : MUHAMMAD HASSAN PARHIYAR,401020529,"24.5422434971689, 68.6536690579856","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1131,GBPS : ALI MUHAMMAD BHATTI,401020530,"24.5341623474814, 68.6896106589837","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1134,GBPS : MUREED JAT,401020533,"24.6056643930043, 68.7005299295993","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1138,GBLSS : MATARO MANDHRO,401020551,"24.574577581811, 68.6680322895444","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1140,GBHS : FATEH ABAD,401020568,"24.6112975663411, 68.6847907420954","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1241,GBPS : MUHAMMAD USMAN NOHERIO,401020495,"24.5394839667243, 68.6549887061119","Shaheed Fazal Rahu, Golarchi",Muhammad Shah @ Mureed Chang
1679,GBPS : PUNHOON KHAN CHANDIO @ KANDERO THEM,401010723,"24.5578138769434, 68.7182378764949","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1680,GBPS : JALALUDDIN RAHEMOON,401020001,"24.5630100372872, 68.7181694825484","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1681,GBPS : URS BHATTI,401020002,"24.5961754028645, 68.6770538904297","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1682,GBPS : BAJHI CHANG,401020003,"24.6052852444927, 68.6758965219072","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1684,GBPS : MUHAMMAD KHASKHELI,401020005,"24.5130956949776, 68.6896347996594","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1685,GBPS : RAMZAN ABRO,401020006,"24.6313981196762, 68.7086315453549","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1686,GBPS : BASSAR BHATTI,401020015,"24.5530200173134, 68.647808432877","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1687,GBPS : MATARO MANDHARO,401020055,"24.5745941077044, 68.6680269209555","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1688,GBPS : HASSAN SHAH JO DARO,401020056,"24.5838926475293, 68.7292223927929","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1690,GBPS : PATHAN KOT,401020059,"24.6592716306595, 68.7105667511649","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1694,GGPS : RAMZAN ABRO,401020125,"24.631531436235, 68.7082627446442","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1696,GGPS : MUHAMMAD SALEH NOHERIO,401020135,"24.5676767308726, 68.6516936121882","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1697,GGPS : HAJI RABDINO JAT,401020142,"24.6592776831718, 68.7105064100522","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1698,GGPS : QAMER U DIN SOOMRO,401020143,"24.6641174789846, 68.7036131299543","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1699,GGPS : HASSAN SHAH JO DARO,401020144,"24.5839166973708, 68.729320337372","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1703,GBPS : ALLAH DAD PANHWAR,401020163,"24.575225166185, 68.6944748415565","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1706,GBPS : AHMED KHAN JAMALI,401020166,"24.6199364759792, 68.7242031584021","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1710,GBPS : QAMAR DIN SOOMRO,401020170,"24.6642053475936, 68.7035474126556","Shaheed Fazal Rahu, Golarchi",Fateh Abad
1717,GBPS : CHAK NO. 2,401020193,"24.5807219190489, 68.6357948192951","Shaheed Fazal Rahu, Golarchi",Fateh Abad
